date,away,home,pred_winner,fav_win_prob,total_pick_long,total_pick_short,total_val,total_confidence,under_conf,under_100_ret,under_pct_ret,over_conf,over_100_ret,over_pct_ret,runline_pick_long,runline_pick_short,runline_val,runline_confidence,away_rl_conf,away_rl_100_ret,away_rl_pct_ret,home_rl_conf,home_rl_100_ret,home_rl_pct_ret,ml_pick_long,ml_pick_short,ml_val,moneyline_confidence,away_ml_conf,away_ml_100,away_ml_pct_ret,home_ml_conf,home_ml_100_ret,home_ml_pct_ret,game,pred_away_runs,pred_away_hits,pred_away_errors,pred_away_at_bats,pred_away_homeruns,pred_away_walks,pred_away_strikeouts,pred_home_runs,pred_home_hits,pred_home_errors,pred_home_at_bats,pred_home_homeruns,pred_home_walks,pred_home_strikeouts
2016-04-27,PHI,WSH,WSH,66.3%,Over 7.5 (-110),Over,7.5,1,45.78%,$87.40,-12.60%,54.22%,$103.50,3.50%,WSH -1.5 (+105),Home,-1.5,1,50.98%,$91.80,-8.20%,49.02%,$100.50,0.50%,No Pick,No Pick,,No Pick,33.66%,$95.90,-4.10%,66.34%,$99.50,-0.50%,1,3.22,8.04,0.67,34.24,0.6,2.72,8.28,4.94,9.38,0.63,33.43,1.18,3.32,6.35
2016-04-27,CHW,TOR,TOR,59.7%,Over 8.0 (-105),Over,8.0,1,43.32%,$88.20,-11.80%,48.49%,$103.10,3.10%,TOR -1.5 (+145),Home,-1.5,1,57.97%,$93.10,-6.90%,42.03%,$103.00,3.00%,TOR -138,Home,,1,40.29%,$91.90,-8.10%,59.71%,$103.00,3.00%,1,3.79,8.24,0.67,34.43,1.03,2.75,7.18,4.64,9.19,0.5,33.72,1.07,2.91,6.41
2016-04-27,CIN,NYM,NYM,65.6%,No Pick,No Pick,,No Pick,50.02%,$93.50,-6.50%,49.98%,$97.60,-2.40%,No Pick,No Pick,,No Pick,51.81%,$96.90,-3.10%,48.19%,$94.10,-5.90%,CIN +205,Away,,1,34.44%,$105.00,5.00%,65.56%,$95.10,-4.90%,1,3.03,8.17,0.68,34.32,0.83,2.32,8.28,4.65,9.22,0.6,33.07,1.28,3.68,5.87
2016-04-27,BAL,TB,TB,55.2%,Over 7.0 (-125),Over,7.0,1,35.51%,$82.90,-17.10%,52.32%,$107.20,7.20%,No Pick,No Pick,,No Pick,62.52%,$95.40,-4.60%,37.48%,$99.30,-0.70%,No Pick,No Pick,,No Pick,44.76%,$96.20,-3.80%,55.24%,$99.40,-0.60%,1,3.82,8.63,0.59,34.85,1.14,3.03,7.46,4.12,8.61,0.55,33.16,1.11,3.58,6.43
2016-04-27,ATL,BOS,BOS,61.3%,Over 8.5 (-125),Over,8.5,2,38.85%,$79.60,-20.40%,61.15%,$110.10,10.10%,ATL +1.5 (-115),Away,1.5,1,56.35%,$105.40,5.40%,43.65%,$85.20,-14.80%,ATL +181,Away,,1,38.74%,$108.90,8.90%,61.26%,$93.30,-6.70%,1,4.4,8.99,0.75,35.04,1.07,3.17,7.21,5.45,9.76,0.6,33.89,1.41,3.56,6.27
2016-04-27,OAK,DET,DET,51.2%,Over 8.0 (+105),Over,8.0,1,44.63%,$87.50,-12.50%,47.16%,$105.30,5.30%,DET +1.5 (-165),Home,1.5,1,36.68%,$89.90,-10.10%,63.32%,$101.70,1.70%,DET +100,Home,,1,48.80%,$93.20,-6.80%,51.20%,$102.40,2.40%,1,4.24,9.14,0.63,35.26,1.14,2.88,7.15,4.04,8.8,0.67,33.49,0.97,3.12,6.78
2016-04-27,NYY,TEX,TEX,53.7%,No Pick,No Pick,,No Pick,51.28%,$94.00,-6.00%,48.72%,$97.40,-2.60%,NYY +1.5 (-175),Away,1.5,1,64.06%,$100.70,0.70%,35.94%,$91.60,-8.40%,NYY +119,Away,,1,46.32%,$101.40,1.40%,53.68%,$95.30,-4.70%,1,4.76,9.23,0.71,34.92,0.92,3.39,6.33,4.86,9.12,0.69,33.54,1.1,3.19,6.66
2016-04-27,PIT,COL,COL,51.9%,Over 10.5 (-105),Over,10.5,2,42.21%,$78.90,-21.10%,57.79%,$112.80,12.80%,No Pick,No Pick,,No Pick,65.82%,$99.60,-0.40%,34.18%,$92.30,-7.70%,COL -107,Home,,1,48.14%,$94.90,-5.10%,51.86%,$100.30,0.30%,1,5.81,9.6,0.81,35.43,1.04,3.35,6.92,5.69,9.73,0.68,34.25,0.93,3.03,6.19
2016-04-27,CLE,MIN,CLE,52.3%,Over 8.0 (+100),Over,8.0,1,44.06%,$88.00,-12.00%,47.73%,$104.00,4.00%,CLE -1.5 (+155),Away,-1.5,1,40.18%,$102.50,2.50%,59.82%,$94.00,-6.00%,CLE -108,Away,,1,52.28%,$100.70,0.70%,47.72%,$94.50,-5.50%,1,4.49,9.67,0.62,35.63,1.14,3.29,6.32,3.86,8.81,0.63,33.78,1.05,2.52,6.84
2016-04-27,STL,ARI,ARI,54.5%,Under 9.0 (-115),Under,9.0,1,47.90%,$100.10,0.10%,41.56%,$90.70,-9.30%,No Pick,No Pick,,No Pick,63.21%,$96.50,-3.50%,36.79%,$97.50,-2.50%,No Pick,No Pick,,No Pick,45.46%,$96.80,-3.20%,54.54%,$98.90,-1.10%,1,4.31,8.93,0.67,35.03,1.02,2.73,6.84,4.52,8.93,0.64,33.46,0.97,3.06,6.35
2016-04-27,KC,LAA,LAA,53.2%,Over 7.5 (+105),Over,7.5,1,51.15%,$92.10,-7.90%,48.85%,$100.10,0.10%,KC +1.5 (-180),Away,1.5,1,64.49%,$100.30,0.30%,35.51%,$92.30,-7.70%,KC +121,Away,,1,46.76%,$103.30,3.30%,53.24%,$93.90,-6.10%,1,3.76,8.67,0.51,34.91,0.85,3.28,7.46,3.8,8.37,0.57,33.19,0.97,3.45,6.32
2016-04-27,MIA,LAD,LAD,60.4%,Under 7.5 (+110),Under,7.5,1,49.24%,$103.40,3.40%,50.76%,$89.80,-10.20%,No Pick,No Pick,,No Pick,57.27%,$99.70,-0.30%,42.73%,$91.90,-8.10%,MIA +162,Away,,1,39.62%,$103.80,3.80%,60.38%,$95.50,-4.50%,1,3.42,8.38,0.65,34.57,0.92,2.77,7.61,4.35,9.43,0.58,33.57,1.1,3.26,5.64
2016-04-27,HOU,SEA,HOU,51.1%,Under 7.5 (-110),Under,7.5,1,53.08%,$101.30,1.30%,46.92%,$89.60,-10.40%,HOU +1.5 (-180),Away,1.5,2,68.55%,$106.60,6.60%,31.45%,$81.80,-18.20%,HOU +120,Away,,2,51.05%,$112.30,12.30%,48.95%,$86.60,-13.40%,1,3.91,9.29,0.59,35.33,1.15,2.87,6.95,3.43,8.32,0.64,33.14,1.03,2.89,6.55
2016-04-28,OAK,DET,DET,50.4%,Over 8.5 (-110),Over,8.5,1,47.38%,$90.50,-9.50%,52.62%,$100.50,0.50%,OAK +1.5 (-190),Away,1.5,1,67.18%,$102.50,2.50%,32.82%,$87.00,-13.00%,OAK +112,Away,,1,49.57%,$105.10,5.10%,50.43%,$91.80,-8.20%,1,4.59,9.47,0.66,35.4,1.35,3.07,6.9,4.29,9.15,0.61,33.62,1.0,3.21,6.47
2016-04-28,MIL,CHC,CHC,66.0%,Over 6.5 (-105),Over,6.5,3,34.95%,$65.30,-34.70%,65.05%,$127.00,27.00%,MIL +1.5 (+135),Away,1.5,2,51.35%,$120.70,20.70%,48.65%,$80.00,-20.00%,MIL +327,Away,,2,34.01%,$145.20,45.20%,65.99%,$83.70,-16.30%,1,3.17,7.78,0.66,34.28,0.67,2.39,8.57,4.84,8.86,0.64,33.09,1.07,3.75,6.86
2016-04-28,PHI,WSH,WSH,60.9%,Over 5.0 (-120),Over,5.0,5,14.01%,$32.40,-67.60%,76.27%,$154.90,54.90%,WSH -1.5 (+160),Home,-1.5,1,56.77%,$88.30,-11.70%,43.23%,$112.40,12.40%,WSH -134,Home,,1,39.14%,$87.70,-12.30%,60.86%,$106.30,6.30%,1,3.75,8.62,0.7,34.63,0.81,2.46,7.12,4.75,9.13,0.59,33.53,1.13,3.16,6.43
2016-04-28,CHW,BAL,BAL,61.8%,No Pick,No Pick,,No Pick,49.83%,$99.70,-0.30%,50.17%,$92.00,-8.00%,BAL -1.5 (+130),Home,-1.5,1,55.78%,$93.00,-7.00%,44.22%,$101.70,1.70%,BAL -144,Home,,1,38.20%,$89.40,-10.60%,61.80%,$104.70,4.70%,1,3.75,8.8,0.73,34.73,0.67,2.86,6.61,4.87,9.23,0.66,33.4,1.17,3.48,5.86
2016-04-28,ATL,BOS,BOS,65.5%,Over 8.5 (-115),Over,8.5,1,44.56%,$87.00,-13.00%,55.44%,$103.60,3.60%,No Pick,No Pick,,No Pick,51.83%,$95.80,-4.20%,48.17%,$95.40,-4.60%,BOS -190,Home,,1,34.46%,$96.50,-3.50%,65.54%,$100.00,0.00%,1,3.79,8.61,0.69,34.54,0.76,2.7,7.65,5.41,9.57,0.55,33.38,1.25,3.43,5.95
2016-04-28,STL,ARI,ARI,50.7%,Over 8.5 (-110),Over,8.5,2,42.69%,$81.50,-18.50%,57.31%,$109.40,9.40%,ARI +1.5 (-150),Home,1.5,1,37.16%,$85.50,-14.50%,62.84%,$104.70,4.70%,ARI +116,Home,,1,49.29%,$88.40,-11.60%,50.71%,$109.50,9.50%,1,4.84,9.29,0.71,35.22,1.15,3.15,6.78,4.57,8.8,0.7,33.37,0.98,3.3,6.69
2016-04-28,MIA,LAD,LAD,55.4%,Over 6.5 (+110),Over,6.5,2,42.75%,$75.60,-24.40%,57.25%,$120.20,20.20%,LAD -1.5 (+175),Home,-1.5,1,62.32%,$92.70,-7.30%,37.68%,$103.60,3.60%,LAD -120,Home,,1,44.56%,$93.60,-6.40%,55.44%,$101.60,1.60%,1,3.39,8.68,0.62,34.72,0.88,2.72,7.0,3.71,8.63,0.57,33.1,0.87,3.23,7.29
2016-04-29,ATL,CHC,CHC,66.7%,Over 6.5 (-120),Over,6.5,3,32.88%,$65.80,-34.20%,67.12%,$123.10,23.10%,No Pick,No Pick,,No Pick,50.64%,$98.90,-1.10%,49.36%,$92.30,-7.70%,ATL +250,Away,,1,33.34%,$116.70,16.70%,66.66%,$90.90,-9.10%,1,3.25,7.85,0.71,34.15,0.73,2.31,8.39,5.02,9.02,0.61,33.01,1.23,3.51,5.93
2016-04-29,CLE,PHI,CLE,59.8%,Over 7.0 (+105),Over,7.0,3,31.91%,$65.10,-34.90%,56.32%,$130.90,30.90%,No Pick,No Pick,,No Pick,48.07%,$91.80,-8.20%,51.93%,$99.10,-0.90%,PHI +173,Home,,1,59.82%,$92.50,-7.50%,40.18%,$109.70,9.70%,1,4.98,9.82,0.59,35.71,1.29,3.19,6.42,3.41,8.04,0.73,33.25,0.87,2.33,7.68
2016-04-29,CIN,PIT,PIT,58.5%,Under 7.5 (+100),Under,7.5,1,50.28%,$100.60,0.60%,49.72%,$91.20,-8.80%,No Pick,No Pick,,No Pick,59.24%,$95.10,-4.90%,40.76%,$99.90,-0.10%,No Pick,No Pick,,No Pick,41.52%,$99.70,-0.30%,58.48%,$97.50,-2.50%,1,3.48,8.01,0.67,34.1,0.74,3.48,8.39,4.18,8.66,0.58,32.98,0.95,3.66,6.35
2016-04-29,CHW,BAL,BAL,55.5%,Under 9.0 (-110),Under,9.0,1,47.83%,$102.10,2.10%,41.63%,$88.80,-11.20%,BAL -1.5 (+175),Home,-1.5,1,62.26%,$92.60,-7.40%,37.74%,$103.80,3.80%,BAL -112,Home,,1,44.50%,$89.90,-10.10%,55.50%,$105.00,5.00%,1,4.26,9.02,0.61,34.95,1.09,3.18,6.81,4.58,8.84,0.59,33.33,1.01,4.14,7.19
2016-04-29,TOR,TB,TB,51.9%,Over 7.5 (+115),Over,7.5,2,45.47%,$79.10,-20.90%,54.53%,$117.20,17.20%,No Pick,No Pick,,No Pick,65.83%,$96.50,-3.50%,34.17%,$97.40,-2.60%,No Pick,No Pick,,No Pick,48.15%,$99.70,-0.30%,51.85%,$96.20,-3.80%,1,4.16,8.8,0.66,35.12,1.23,3.22,8.15,4.03,8.55,0.57,33.18,0.94,3.54,6.53
2016-04-29,NYY,BOS,NYY,50.4%,Over 8.0 (-110),Over,8.0,3,30.87%,$63.70,-36.30%,61.70%,$127.20,27.20%,BOS +1.5 (-150),Home,1.5,1,38.23%,$87.90,-12.10%,61.77%,$102.90,2.90%,BOS +111,Home,,1,50.36%,$92.00,-8.00%,49.64%,$104.70,4.70%,1,5.15,9.61,0.6,35.57,1.29,3.56,6.96,4.76,9.37,0.56,34.12,1.19,2.89,6.94
2016-04-29,SF,NYM,NYM,53.9%,Over 7.0 (-115),Over,7.0,1,38.93%,$86.80,-13.20%,48.66%,$103.90,3.90%,SF +1.5 (-170),Away,1.5,1,63.85%,$101.40,1.40%,36.15%,$90.40,-9.60%,SF +135,Away,,1,46.10%,$108.30,8.30%,53.90%,$91.10,-8.90%,1,3.7,8.88,0.55,34.97,1.06,2.93,7.76,3.83,8.92,0.61,33.55,1.03,2.78,6.07
2016-04-29,LAA,TEX,TEX,53.8%,Over 9.0 (-105),Over,9.0,1,42.70%,$89.30,-10.70%,46.73%,$102.00,2.00%,TEX +1.5 (-125),Home,1.5,3,34.14%,$70.00,-30.00%,65.86%,$118.60,18.60%,TEX +130,Home,,2,46.19%,$79.20,-20.80%,53.81%,$123.80,23.80%,1,4.65,9.26,0.63,35.23,1.07,2.89,6.3,4.76,8.75,0.63,33.41,1.2,3.26,6.49
2016-04-29,MIA,MIL,MIL,52.5%,Under 8.5 (-105),Under,8.5,1,53.85%,$105.10,5.10%,46.15%,$86.30,-13.70%,No Pick,No Pick,,No Pick,65.25%,$98.70,-1.30%,34.75%,$93.80,-6.20%,No Pick,No Pick,,No Pick,47.54%,$96.50,-3.50%,52.46%,$98.90,-1.10%,1,4.11,9.44,0.67,35.15,0.94,3.3,6.81,4.06,8.95,0.66,33.53,0.94,3.4,6.69
2016-04-29,DET,MIN,MIN,55.5%,Over 8.5 (-110),Over,8.5,1,47.01%,$89.80,-10.20%,52.99%,$101.20,1.20%,MIN -1.5 (+165),Home,-1.5,1,62.23%,$95.00,-5.00%,37.77%,$100.10,0.10%,MIN -122,Home,,1,44.47%,$94.30,-5.70%,55.53%,$101.00,1.00%,1,4.3,9.58,0.64,35.55,1.16,2.52,6.33,4.63,9.25,0.64,33.47,1.14,3.14,5.62
2016-04-29,WSH,STL,STL,51.8%,Over 7.0 (-110),Over,7.0,1,39.43%,$86.00,-14.00%,48.14%,$105.00,5.00%,STL +1.5 (-130),Home,1.5,2,36.08%,$75.80,-24.20%,63.92%,$113.10,13.10%,STL +134,Home,,2,48.20%,$81.70,-18.30%,51.80%,$121.20,21.20%,1,3.8,8.9,0.62,34.97,0.85,3.15,7.04,3.68,8.32,0.55,33.36,0.84,2.71,8.08
2016-04-29,COL,ARI,ARI,63.3%,Over 8.5 (-120),Over,8.5,2,40.12%,$80.20,-19.80%,59.88%,$109.80,9.80%,ARI -1.5 (+150),Home,-1.5,1,54.26%,$86.20,-13.80%,45.74%,$114.40,14.40%,ARI -133,Home,,2,36.75%,$81.90,-18.10%,63.25%,$110.80,10.80%,1,4.2,8.61,0.73,34.54,0.84,3.29,7.53,5.5,9.48,0.6,33.52,1.24,3.49,5.88
2016-04-29,HOU,OAK,HOU,52.7%,Over 7.5 (-110),Over,7.5,2,42.69%,$81.50,-18.50%,57.31%,$109.40,9.40%,No Pick,No Pick,,No Pick,40.59%,$97.40,-2.60%,59.41%,$96.50,-3.50%,No Pick,No Pick,,No Pick,52.68%,$97.70,-2.30%,47.32%,$98.00,-2.00%,1,4.59,9.7,0.63,35.63,1.24,3.54,6.44,3.91,8.73,0.69,33.75,1.18,3.02,7.01
2016-04-29,SD,LAD,LAD,63.0%,No Pick,No Pick,,No Pick,48.01%,$91.70,-8.30%,51.99%,$99.30,-0.70%,LAD -1.5 (+125),Home,-1.5,1,54.48%,$92.10,-7.90%,45.52%,$102.40,2.40%,No Pick,No Pick,,No Pick,36.96%,$97.60,-2.40%,63.04%,$99.30,-0.70%,1,3.31,8.59,0.7,34.8,0.76,2.67,7.42,4.59,9.25,0.55,33.35,1.14,3.68,6.17
2016-04-29,KC,SEA,SEA,53.1%,Over 7.0 (+110),Over,7.0,2,38.00%,$76.70,-23.30%,49.64%,$118.90,18.90%,KC +1.5 (-180),Away,1.5,1,64.61%,$100.50,0.50%,35.39%,$92.00,-8.00%,KC +133,Away,,1,46.88%,$109.20,9.20%,53.12%,$90.30,-9.70%,1,3.81,8.83,0.58,34.98,1.06,3.15,7.58,3.84,8.85,0.61,33.39,1.05,3.38,6.06
2016-04-30,DET,MIN,MIN,50.7%,Over 8.0 (-115),Over,8.0,1,42.06%,$89.40,-10.60%,49.78%,$101.30,1.30%,MIN +1.5 (-155),Home,1.5,1,37.19%,$87.40,-12.60%,62.81%,$103.30,3.30%,MIN +111,Home,,1,49.32%,$90.10,-9.90%,50.68%,$106.90,6.90%,1,4.42,9.47,0.6,35.42,1.06,3.29,6.72,4.15,9.12,0.66,33.82,0.93,2.77,6.11
2016-04-30,WSH,STL,STL,57.0%,Under 7.5 (-115),Under,7.5,1,53.87%,$100.70,0.70%,46.13%,$90.10,-9.90%,STL -1.5 (+160),Home,-1.5,1,60.80%,$94.60,-5.40%,39.20%,$101.90,1.90%,No Pick,No Pick,,No Pick,43.05%,$98.20,-1.80%,56.95%,$98.20,-1.80%,1,3.38,8.39,0.6,34.6,0.64,2.97,7.57,3.88,8.41,0.57,33.05,0.9,3.1,7.09
2016-04-30,SF,NYM,NYM,57.9%,No Pick,No Pick,,No Pick,41.10%,$96.30,-3.70%,46.41%,$95.50,-4.50%,No Pick,No Pick,,No Pick,59.85%,$98.50,-1.50%,40.15%,$94.30,-5.70%,SF +147,Away,,1,42.12%,$104.00,4.00%,57.88%,$94.70,-5.30%,1,3.33,8.5,0.54,34.87,0.87,2.71,8.32,3.95,8.75,0.6,33.25,1.16,3.26,5.89
2016-04-30,HOU,OAK,OAK,51.0%,Under 9.0 (-110),Under,9.0,2,55.20%,$117.30,17.30%,34.66%,$73.60,-26.40%,HOU +1.5 (-195),Away,1.5,1,66.68%,$100.90,0.90%,33.32%,$90.00,-10.00%,HOU +105,Away,,1,49.04%,$100.50,0.50%,50.96%,$95.30,-4.70%,1,4.12,9.47,0.62,35.51,1.08,3.26,6.44,3.89,8.91,0.68,33.72,1.11,3.19,6.32
2016-04-30,TOR,TB,TB,54.9%,No Pick,No Pick,,No Pick,50.71%,$94.80,-5.20%,49.29%,$96.20,-3.80%,TB -1.5 (+175),Home,-1.5,1,62.85%,$93.50,-6.50%,37.15%,$102.20,2.20%,No Pick,No Pick,,No Pick,45.09%,$97.40,-2.60%,54.91%,$98.50,-1.50%,1,3.68,8.32,0.58,34.5,1.05,3.16,8.69,3.93,8.47,0.58,33.01,1.06,2.98,6.73
2016-04-30,CIN,PIT,PIT,61.1%,Over 7.0 (-120),Over,7.0,1,37.35%,$85.20,-14.80%,50.33%,$105.20,5.20%,CIN +1.5 (-125),Away,1.5,1,56.49%,$101.70,1.70%,43.51%,$89.20,-10.80%,CIN +183,Away,,1,38.87%,$110.00,10.00%,61.13%,$92.80,-7.20%,1,3.34,8.18,0.68,34.45,0.78,3.01,8.47,4.38,8.95,0.55,33.29,1.08,3.59,5.88
2016-04-30,CLE,PHI,CLE,53.6%,Over 7.5 (-110),Over,7.5,1,45.50%,$86.90,-13.10%,54.50%,$104.10,4.10%,No Pick,No Pick,,No Pick,41.56%,$99.70,-0.30%,58.44%,$95.00,-5.00%,No Pick,No Pick,,No Pick,53.62%,$99.10,-0.90%,46.38%,$96.50,-3.50%,1,4.49,9.38,0.61,35.4,1.1,3.14,7.29,3.7,8.03,0.67,32.87,0.91,3.26,7.36
2016-04-30,CHW,BAL,BAL,56.8%,Over 7.5 (-110),Over,7.5,1,43.68%,$83.40,-16.60%,56.32%,$107.50,7.50%,CHW +1.5 (-135),Away,1.5,1,60.92%,$106.00,6.00%,39.08%,$84.00,-16.00%,CHW +155,Away,,1,43.17%,$110.10,10.10%,56.83%,$91.30,-8.70%,1,3.95,8.59,0.65,34.8,1.02,2.67,7.61,4.44,8.98,0.57,33.47,1.02,3.17,6.63
2016-04-30,MIA,MIL,MIL,50.8%,Under 9.0 (-110),Under,9.0,1,50.35%,$107.40,7.40%,39.19%,$83.60,-16.40%,MIL +1.5 (-155),Home,1.5,1,37.05%,$87.10,-12.90%,62.95%,$103.60,3.60%,MIL +111,Home,,1,49.18%,$89.80,-10.20%,50.82%,$107.20,7.20%,1,4.4,9.55,0.66,35.37,1.01,2.94,6.62,4.15,9.08,0.74,33.69,0.98,2.79,6.48
2016-04-30,NYY,BOS,BOS,50.1%,Over 8.0 (-105),Over,8.0,3,34.37%,$69.70,-30.30%,57.87%,$122.50,22.50%,NYY +1.5 (-195),Away,1.5,1,67.53%,$102.20,2.20%,32.47%,$87.70,-12.30%,NYY +109,Away,,1,49.94%,$104.40,4.40%,50.06%,$92.10,-7.90%,1,4.91,9.68,0.6,35.84,1.26,2.99,7.05,4.57,9.03,0.6,33.99,1.19,2.77,7.15
2016-04-30,LAA,TEX,TEX,52.1%,Over 9.0 (-110),Over,9.0,1,39.54%,$84.30,-15.70%,49.99%,$106.60,6.60%,No Pick,No Pick,,No Pick,65.60%,$96.10,-3.90%,34.40%,$98.00,-2.00%,TEX -104,Home,,1,47.91%,$93.10,-6.90%,52.09%,$102.20,2.20%,1,4.93,9.32,0.63,35.31,1.13,3.01,6.29,4.84,8.86,0.61,33.56,1.25,3.13,6.37
2016-04-30,COL,ARI,ARI,66.3%,No Pick,No Pick,,No Pick,47.39%,$92.50,-7.50%,52.61%,$98.40,-1.60%,No Pick,No Pick,,No Pick,51.00%,$93.50,-6.50%,49.00%,$98.00,-2.00%,No Pick,No Pick,,No Pick,33.68%,$97.70,-2.30%,66.32%,$98.70,-1.30%,1,3.58,8.32,0.72,34.52,0.78,2.38,7.59,5.3,9.38,0.57,33.35,1.16,3.26,5.66
2016-04-30,SD,LAD,LAD,54.9%,No Pick,No Pick,,No Pick,50.70%,$96.80,-3.20%,49.30%,$94.10,-5.90%,SD +1.5 (-130),Away,1.5,2,62.82%,$111.10,11.10%,37.18%,$78.10,-21.90%,SD +177,Away,,2,45.06%,$124.80,24.80%,54.94%,$84.30,-15.70%,1,3.68,8.84,0.67,34.88,0.96,2.9,7.14,3.93,8.74,0.64,32.99,0.78,3.53,6.5
2016-04-30,KC,SEA,SEA,50.6%,Over 7.0 (+105),Over,7.0,2,39.39%,$81.00,-19.00%,48.18%,$112.80,12.80%,No Pick,No Pick,,No Pick,37.29%,$95.10,-4.90%,62.71%,$98.50,-1.50%,SEA +101,Home,,1,49.42%,$93.90,-6.10%,50.58%,$101.70,1.70%,1,3.88,9.17,0.66,35.18,1.12,3.16,6.96,3.6,8.54,0.63,33.13,0.91,3.32,7.01
2016-05-01,TOR,TB,TB,51.3%,Over 7.5 (+105),Over,7.5,2,45.73%,$82.30,-17.70%,54.27%,$111.30,11.30%,TB +1.5 (-160),Home,1.5,1,36.60%,$87.80,-12.20%,63.40%,$103.00,3.00%,TB +107,Home,,1,48.72%,$90.40,-9.60%,51.28%,$106.10,6.10%,1,4.18,9.07,0.59,35.18,1.18,3.09,7.39,3.98,8.59,0.59,33.14,0.95,3.12,6.28
2016-05-01,SF,NYM,NYM,53.9%,Over 6.0 (-105),Over,6.0,3,35.12%,$72.00,-28.00%,56.03%,$120.00,20.00%,NYM -1.5 (+180),Home,-1.5,1,63.86%,$94.30,-5.70%,36.14%,$101.20,1.20%,SF +119,Away,,1,46.11%,$101.00,1.00%,53.89%,$95.70,-4.30%,1,3.42,8.59,0.55,34.85,0.99,2.69,8.63,3.55,8.2,0.6,33.1,0.94,2.91,7.39
2016-05-01,CIN,PIT,PIT,61.5%,No Pick,No Pick,,No Pick,53.17%,$97.50,-2.50%,46.83%,$93.70,-6.30%,PIT -1.5 (+140),Home,-1.5,1,56.07%,$91.10,-8.90%,43.93%,$105.40,5.40%,PIT -146,Home,,1,38.47%,$90.80,-9.20%,61.53%,$103.70,3.70%,1,3.58,8.59,0.67,34.76,0.8,3.07,7.36,4.66,9.29,0.63,33.57,1.06,3.59,6.03
2016-05-01,CHW,BAL,BAL,56.5%,Over 7.5 (+105),Over,7.5,1,49.72%,$89.50,-10.50%,50.28%,$103.10,3.10%,BAL +1.5 (-170),Home,1.5,2,31.64%,$79.10,-20.90%,68.36%,$108.60,8.60%,BAL +103,Home,,2,43.53%,$82.10,-17.90%,56.47%,$114.60,14.60%,1,3.64,8.47,0.59,34.43,0.9,3.01,7.31,4.08,8.5,0.55,33.11,1.02,2.76,7.71
2016-05-01,DET,MIN,MIN,50.1%,No Pick,No Pick,,No Pick,51.06%,$99.70,-0.30%,48.94%,$91.50,-8.50%,DET +1.5 (-165),Away,1.5,2,67.52%,$108.40,8.40%,32.48%,$79.60,-20.40%,DET +129,Away,,2,49.93%,$114.30,14.30%,50.07%,$86.10,-13.90%,1,4.41,9.59,0.59,35.52,1.12,3.25,6.85,4.07,8.98,0.7,33.69,0.87,3.01,5.69
2016-05-01,MIA,MIL,MIA,50.5%,Under 9.0 (+100),Under,9.0,2,50.51%,$112.80,12.80%,39.04%,$79.90,-20.10%,MIL +1.5 (-160),Home,1.5,1,38.35%,$92.00,-8.00%,61.65%,$100.20,0.20%,No Pick,No Pick,,No Pick,50.48%,$96.00,-4.00%,49.52%,$99.50,-0.50%,1,4.47,9.74,0.66,35.55,1.08,3.05,6.45,4.07,8.76,0.71,33.23,0.91,3.51,6.18
2016-05-01,WSH,STL,STL,55.7%,Over 7.0 (-110),Over,7.0,1,41.35%,$90.20,-9.80%,46.15%,$100.70,0.70%,STL +1.5 (-165),Home,1.5,2,32.34%,$79.20,-20.80%,67.66%,$108.70,8.70%,STL +105,Home,,2,44.29%,$82.80,-17.20%,55.71%,$114.20,14.20%,1,3.45,8.18,0.63,34.26,0.72,3.09,7.91,3.81,8.29,0.62,32.96,0.86,2.78,7.6
2016-05-01,ATL,CHC,CHC,64.9%,Over 6.5 (-135),Over,6.5,3,31.53%,$67.80,-32.20%,68.47%,$119.20,19.20%,No Pick,No Pick,,No Pick,52.54%,$96.30,-3.70%,47.46%,$94.90,-5.10%,ATL +188,Away,,1,35.13%,$101.20,1.20%,64.87%,$96.80,-3.20%,1,3.46,8.14,0.67,34.33,0.77,2.35,7.85,4.98,9.07,0.57,33.13,1.18,3.55,6.47
2016-05-01,CLE,PHI,CLE,54.1%,Over 6.5 (-115),Over,6.5,3,35.55%,$69.40,-30.60%,64.45%,$120.50,20.50%,No Pick,No Pick,,No Pick,42.02%,$98.80,-1.20%,57.98%,$95.40,-4.60%,No Pick,No Pick,,No Pick,54.07%,$98.00,-2.00%,45.93%,$97.80,-2.20%,1,4.39,8.96,0.59,34.92,1.06,3.45,7.65,3.55,7.94,0.64,33.05,0.83,2.77,7.77
2016-05-01,LAA,TEX,TEX,52.4%,Over 8.5 (-105),Over,8.5,1,45.12%,$84.40,-15.60%,54.88%,$107.10,7.10%,No Pick,No Pick,,No Pick,65.34%,$97.20,-2.80%,34.66%,$95.30,-4.70%,TEX -108,Home,,1,47.64%,$94.30,-5.70%,52.36%,$100.90,0.90%,1,4.6,8.98,0.64,34.98,1.03,3.04,6.99,4.54,8.61,0.6,33.17,0.96,3.36,6.92
2016-05-01,HOU,OAK,OAK,55.5%,Under 8.5 (+100),Under,8.5,2,57.06%,$114.10,14.10%,42.94%,$78.70,-21.30%,HOU +1.5 (-150),Away,1.5,1,62.28%,$103.80,3.80%,37.72%,$86.80,-13.20%,HOU +140,Away,,1,44.52%,$106.80,6.80%,55.48%,$92.50,-7.50%,1,3.74,8.75,0.63,34.83,1.01,2.93,7.68,4.07,9.07,0.65,33.48,1.16,2.93,5.51
